Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Region,Market,Product ID,Category,Sub-Category,Sales,Quantity,Discount,Profit,Shipping Cost,Order Priority
ORD-000042,2016-07-16,2016-07-17,Standard,CUST-0753,Customer_CUST-0753,Corporate,Germany,Hamburg,Hamburg,Europe,Europe,PROD-0189,Office Supplies,Labels,459.2,10,0.2,52.06,53.31,High
ORD-000043,2018-06-21,2018-06-22,First Class,CUST-0310,Customer_CUST-0310,Consumer,India,Hyderabad,Hyderabad,Asia,Asia Pacific,PROD-0389,Furniture,Furnishings,1524.89,4,0.5,410.65,39.86,Medium
ORD-000044,2017-04-11,2017-04-18,Same Day,CUST-1621,Customer_CUST-1621,Consumer,China,Shanghai,Shanghai,Asia,Asia Pacific,PROD-0229,Office Supplies,Paper,437.03,10,0.0,40.39,27.88,Medium
ORD-000045,2018-02-28,2018-03-03,Standard,CUST-1584,Customer_CUST-1584,Consumer,China,Shanghai,Shanghai,Asia,Asia Pacific,PROD-0115,Technology,Phones,6778.57,11,0.4,3021.55,71.68,Critical
ORD-000046,2016-10-08,2016-10-13,Same Day,CUST-1462,Customer_CUST-1462,Home Office,China,Beijing,Beijing,Asia,Asia Pacific,PROD-0357,Technology,Accessories,10042.26,10,0.0,2133.98,15.08,Low
ORD-000047,2015-01-21,2015-01-23,First Class,CUST-1385,Customer_CUST-1385,Corporate,China,Shenzhen,Shenzhen,Asia,Asia Pacific,PROD-0154,Office Supplies,Storage,655.13,5,0.0,76.01,20.54,Low
ORD-000048,2017-04-20,2017-04-25,Same Day,CUST-0156,Customer_CUST-0156,Consumer,Morocco,Casablanca,Casablanca,Africa,Africa,PROD-0353,Technology,Accessories,3943.82,8,0.2,1154.94,74.5,Medium
ORD-000049,2015-06-16,2015-06-19,Second Class,CUST-1637,Customer_CUST-1637,Consumer,Qatar,Doha,Doha,Middle East,Middle East,PROD-0161,Office Supplies,Binders,214.65,8,0.0,51.04,73.5,Low
ORD-000050,2018-07-21,2018-07-22,Standard,CUST-0962,Customer_CUST-0962,Corporate,Germany,Munich,Munich,Europe,Europe,PROD-0151,Furniture,Chairs,14776.02,11,0.1,881.3,40.33,Critical
ORD-000051,2016-01-23,2016-01-26,First Class,CUST-0366,Customer_CUST-0366,Consumer,United States,Phoenix,Texas,North America,USCA,PROD-0442,Furniture,Tables,428.33,11,0.2,54.26,46.28,Medium
ORD-000052,2016-08-23,2016-08-27,Standard,CUST-1105,Customer_CUST-1105,Consumer,United States,New York,Florida,North America,USCA,PROD-0199,Office Supplies,Fasteners,660.99,8,0.1,136.14,35.8,Medium
ORD-000053,2015-11-12,2015-11-16,Standard,CUST-1664,Customer_CUST-1664,Consumer,France,Lyon,Lyon,Europe,Europe,PROD-0480,Office Supplies,Binders,304.59,4,0.0,131.81,18.72,Low
ORD-000054,2015-01-14,2015-01-21,Standard,CUST-1695,Customer_CUST-1695,Consumer,France,Lyon,Lyon,Europe,Europe,PROD-0393,Office Supplies,Art,831.56,9,0.0,295.64,6.8,Medium
ORD-000055,2015-08-30,2015-09-04,Standard,CUST-1261,Customer_CUST-1261,Consumer,Canada,Vancouver,Ontario,North America,USCA,PROD-0272,Office Supplies,Paper,313.46,9,0.0,30.64,38.7,Critical
ORD-000056,2017-02-15,2017-02-20,Second Class,CUST-1421,Customer_CUST-1421,Corporate,Germany,Hamburg,Hamburg,Europe,Europe,PROD-0457,Furniture,Chairs,3888.26,14,0.4,802.73,50.68,Medium
ORD-000057,2018-10-01,2018-10-03,Second Class,CUST-1083,Customer_CUST-1083,Consumer,Canada,Toronto,Ontario,North America,USCA,PROD-0428,Office Supplies,Binders,64.67,5,0.3,28.3,76.25,Medium
ORD-000058,2016-07-18,2016-07-25,Same Day,CUST-1261,Customer_CUST-1261,Consumer,United States,Chicago,Illinois,North America,USCA,PROD-0235,Office Supplies,Art,626.4,9,0.5,275.44,39.43,Medium
ORD-000059,2017-06-16,2017-06-18,Standard,CUST-1534,Customer_CUST-1534,Consumer,Canada,Calgary,Alberta,North America,USCA,PROD-0028,Technology,Accessories,1551.5,8,0.4,431.86,54.77,Medium
ORD-000060,2018-09-25,2018-09-29,Same Day,CUST-0338,Customer_CUST-0338,Corporate,Kenya,Nairobi,Nairobi,Africa,Africa,PROD-0407,Office Supplies,Paper,76.39,5,0.1,28.54,50.43,Medium
ORD-000061,2015-04-02,2015-04-03,Same Day,CUST-0472,Customer_CUST-0472,Consumer,Brazil,Brasilia,Brasilia,South America,Latin America,PROD-0140,Office Supplies,Storage,444.14,9,0.4,91.5,33.89,High
ORD-000062,2018-10-22,2018-10-25,Standard,CUST-1439,Customer_CUST-1439,Consumer,UAE,Abu Dhabi,Abu Dhabi,Middle East,Middle East,PROD-0042,Furniture,Chairs,11075.14,12,0.2,2871.25,79.63,Critical
ORD-000063,2017-08-13,2017-08-15,Standard,CUST-0289,Customer_CUST-0289,Consumer,Mexico,Monterrey,Monterrey,South America,Latin America,PROD-0009,Furniture,Bookcases,5224.03,11,0.1,1892.6,1.12,Critical
ORD-000064,2018-12-22,2018-12-28,First Class,CUST-0374,Customer_CUST-0374,Corporate,India,Bangalore,Bangalore,Asia,Asia Pacific,PROD-0058,Office Supplies,Fasteners,207.26,10,0.1,13.81,73.59,Medium
ORD-000065,2016-05-23,2016-05-25,Second Class,CUST-1333,Customer_CUST-1333,Home Office,Mexico,Guadalajara,Guadalajara,South America,Latin America,PROD-0365,Technology,Accessories,13759.06,14,0.2,4622.45,58.97,Medium
ORD-000066,2017-02-14,2017-02-15,First Class,CUST-1631,Customer_CUST-1631,Home Office,United States,Los Angeles,California,North America,USCA,PROD-0332,Technology,Phones,12965.36,12,0.2,2741.14,36.36,Medium
ORD-000067,2015-02-04,2015-02-05,Second Class,CUST-1146,Customer_CUST-1146,Corporate,United States,Houston,Texas,North America,USCA,PROD-0201,Office Supplies,Labels,489.66,7,0.2,165.29,21.04,Low
ORD-000068,2015-07-25,2015-07-30,Standard,CUST-0347,Customer_CUST-0347,Corporate,France,Lyon,Lyon,Europe,Europe,PROD-0147,Furniture,Tables,8079.95,8,0.1,3506.98,34.55,Medium
ORD-000069,2018-01-09,2018-01-12,Standard,CUST-0633,Customer_CUST-0633,Corporate,South Korea,Seoul,Seoul,Asia,Asia Pacific,PROD-0164,Technology,Storage,4269.78,12,0.3,1398.54,40.33,High
ORD-000070,2018-11-12,2018-11-13,Second Class,CUST-0036,Customer_CUST-0036,Home Office,Qatar,Doha,Doha,Middle East,Middle East,PROD-0481,Furniture,Furnishings,4192.15,3,0.0,801.46,69.89,Medium
ORD-000071,2017-10-22,2017-10-29,Standard,CUST-0725,Customer_CUST-0725,Corporate,Morocco,Casablanca,Casablanca,Africa,Africa,PROD-0333,Technology,Accessories,12624.55,14,0.2,1533.48,56.51,Low
ORD-000072,2017-10-18,2017-10-20,Second Class,CUST-1477,Customer_CUST-1477,Consumer,Spain,Madrid,Madrid,Europe,Europe,PROD-0066,Office Supplies,Art,1093.83,11,0.3,228.74,10.49,Medium
ORD-000073,2018-11-14,2018-11-16,First Class,CUST-0459,Customer_CUST-0459,Corporate,Japan,Nagoya,Nagoya,Asia,Asia Pacific,PROD-0360,Furniture,Chairs,5214.77,7,0.1,873.31,41.99,Low
ORD-000074,2016-07-19,2016-07-23,Second Class,CUST-1250,Customer_CUST-1250,Consumer,Nigeria,Lagos,Lagos,Africa,Africa,PROD-0057,Furniture,Tables,896.62,9,0.0,131.16,76.58,Critical
ORD-000075,2018-02-03,2018-02-04,Same Day,CUST-0891,Customer_CUST-0891,Corporate,France,Paris,Paris,Europe,Europe,PROD-0313,Technology,Copiers,3284.9,4,0.1,1384.45,16.84,High
ORD-000076,2016-12-03,2016-12-09,Standard,CUST-0802,Customer_CUST-0802,Corporate,Sweden,Stockholm,Stockholm,Europe,Europe,PROD-0108,Office Supplies,Art,1075.84,12,0.0,327.47,71.27,Medium
ORD-000077,2016-02-06,2016-02-11,Second Class,CUST-1401,Customer_CUST-1401,Corporate,Canada,Montreal,British Columbia,North America,USCA,PROD-0281,Office Supplies,Art,1443.28,12,0.0,308.53,31.19,High
ORD-000078,2016-12-30,2017-01-02,Second Class,CUST-1597,Customer_CUST-1597,Corporate,Chile,Santiago,Santiago,South America,Latin America,PROD-0141,Office Supplies,Storage,22.59,4,0.1,10.16,59.59,Medium
ORD-000079,2015-06-11,2015-06-17,Same Day,CUST-1212,Customer_CUST-1212,Consumer,Singapore,Singapore,Singapore,Asia,Asia Pacific,PROD-0187,Furniture,Chairs,15542.75,10,0.2,4393.12,70.83,High
ORD-000080,2015-07-21,2015-07-26,Second Class,CUST-1776,Customer_CUST-1776,Home Office,Chile,Santiago,Santiago,South America,Latin America,PROD-0269,Office Supplies,Paper,317.24,3,0.0,117.15,14.95,Medium
ORD-000081,2017-09-22,2017-09-24,Standard,CUST-1027,Customer_CUST-1027,Home Office,Colombia,Medellin,Medellin,South America,Latin America,PROD-0481,Technology,Phones,1729.25,6,0.0,670.57,22.57,Low
ORD-000082,2015-09-27,2015-10-03,Same Day,CUST-0006,Customer_CUST-0006,Home Office,United States,Phoenix,Florida,North America,USCA,PROD-0155,Technology,Machines,6744.34,6,0.2,1612.39,66.87,Medium
ORD-000083,2017-03-26,2017-03-31,Second Class,CUST-1428,Customer_CUST-1428,Corporate,France,Marseille,Marseille,Europe,Europe,PROD-0424,Furniture,Chairs,529.61,13,0.2,194.09,54.04,Medium
ORD-000084,2018-07-18,2018-07-20,Standard,CUST-1796,Customer_CUST-1796,Corporate,China,Guangzhou,Guangzhou,Asia,Asia Pacific,PROD-0229,Technology,Phones,6945.71,6,0.0,1103.66,77.8,High
ORD-000085,2016-03-31,2016-04-02,Second Class,CUST-0613,Customer_CUST-0613,Consumer,Australia,Brisbane,Brisbane,Asia,Asia Pacific,PROD-0083,Technology,Phones,11512.47,10,0.0,1345.83,24.73,Medium
ORD-000086,2018-06-29,2018-07-01,First Class,CUST-0309,Customer_CUST-0309,Consumer,South Korea,Seoul,Seoul,Asia,Asia Pacific,PROD-0342,Furniture,Bookcases,17163.68,9,0.0,1470.83,39.09,High
ORD-000087,2017-10-13,2017-10-15,Second Class,CUST-0359,Customer_CUST-0359,Consumer,India,Mumbai,Mumbai,Asia,Asia Pacific,PROD-0180,Furniture,Tables,9608.68,10,0.4,777.92,13.37,Medium
ORD-000088,2015-10-23,2015-10-30,Standard,CUST-1863,Customer_CUST-1863,Consumer,France,Paris,Paris,Europe,Europe,PROD-0145,Office Supplies,Paper,85.2,1,0.2,35.54,33.83,Medium
ORD-000089,2016-12-20,2016-12-22,First Class,CUST-0958,Customer_CUST-0958,Home Office,Australia,Sydney,Sydney,Asia,Asia Pacific,PROD-0179,Technology,Accessories,306.4,6,0.4,89.1,0.6,Critical
ORD-000090,2015-12-04,2015-12-08,First Class,CUST-0508,Customer_CUST-0508,Corporate,United Kingdom,Manchester,Manchester,Europe,Europe,PROD-0002,Office Supplies,Storage,1344.41,13,0.2,310.48,25.0,High
ORD-000091,2017-05-28,2017-06-03,Second Class,CUST-0465,Customer_CUST-0465,Home Office,Spain,Madrid,Madrid,Europe,Europe,PROD-0140,Furniture,Furnishings,2243.2,7,0.5,835.86,68.6,Low
ORD-000092,2017-12-12,2017-12-17,Standard,CUST-1702,Customer_CUST-1702,Consumer,United Kingdom,Birmingham,Birmingham,Europe,Europe,PROD-0225,Furniture,Chairs,13471.35,13,0.1,1814.46,9.53,High
ORD-000093,2017-03-02,2017-03-06,Standard,CUST-0676,Customer_CUST-0676,Consumer,Argentina,Cordoba,Cordoba,South America,Latin America,PROD-0156,Technology,Machines,2865.1,6,0.2,1091.25,31.64,Low
ORD-000094,2015-08-05,2015-08-12,Second Class,CUST-0802,Customer_CUST-0802,Consumer,Netherlands,Amsterdam,Amsterdam,Europe,Europe,PROD-0474,Furniture,Chairs,4616.81,7,0.2,1407.38,53.69,Medium
ORD-000095,2017-02-02,2017-02-06,First Class,CUST-0518,Customer_CUST-0518,Consumer,China,Shanghai,Shanghai,Asia,Asia Pacific,PROD-0409,Office Supplies,Storage,1075.33,7,0.0,115.04,24.53,Low
ORD-000096,2015-07-07,2015-07-08,Standard,CUST-0999,Customer_CUST-0999,Home Office,China,Guangzhou,Guangzhou,Asia,Asia Pacific,PROD-0220,Office Supplies,Art,1018.77,11,0.0,331.07,50.25,Medium
ORD-000097,2016-01-15,2016-01-16,Standard,CUST-0384,Customer_CUST-0384,Corporate,Colombia,Medellin,Medellin,South America,Latin America,PROD-0223,Technology,Accessories,3838.92,5,0.0,519.64,48.63,Medium
ORD-000098,2016-05-07,2016-05-08,Standard,CUST-0962,Customer_CUST-0962,Consumer,Netherlands,Amsterdam,Amsterdam,Europe,Europe,PROD-0492,Furniture,Chairs,4888.72,4,0.1,1982.01,2.12,Medium
ORD-000099,2017-11-30,2017-12-03,Second Class,CUST-1938,Customer_CUST-1938,Corporate,Turkey,Ankara,Ankara,Middle East,Middle East,PROD-0159,Furniture,Furnishings,18936.51,12,0.1,4737.49,73.96,High
ORD-000100,2018-03-26,2018-03-27,Standard,CUST-0490,Customer_CUST-0490,Home Office,Chile,Santiago,Santiago,South America,Latin America,PROD-0411,Technology,Phones,4805.24,13,0.1,908.2,46.69,Medium
ORD-000101,2015-01-15,2015-01-20,Standard,CUST-0539,Customer_CUST-0539,Consumer,Netherlands,Rotterdam,Rotterdam,Europe,Europe,PROD-0499,Office Supplies,Labels,437.61,7,0.3,67.05,26.83,Critical
ORD-000102,2015-03-06,2015-03-10,Standard,CUST-0551,Customer_CUST-0551,Home Office,Canada,Montreal,British Columbia,North America,USCA,PROD-0364,Furniture,Furnishings,7585.54,13,0.3,1342.23,70.21,Medium
ORD-000103,2016-06-04,2016-06-09,Second Class,CUST-1513,Customer_CUST-1513,Corporate,Canada,Vancouver,British Columbia,North America,USCA,PROD-0443,Furniture,Furnishings,555.69,1,0.5,113.96,53.36,Low
ORD-000104,2018-09-29,2018-10-05,Standard,CUST-1331,Customer_CUST-1331,Home Office,Japan,Nagoya,Nagoya,Asia,Asia Pacific,PROD-0257,Technology,Machines,12668.22,12,0.2,1726.43,4.69,Medium
ORD-000105,2018-02-26,2018-02-27,Standard,CUST-1299,Customer_CUST-1299,Corporate,Singapore,Singapore,Singapore,Asia,Asia Pacific,PROD-0035,Technology,Phones,3406.51,4,0.0,1421.84,78.46,Medium
ORD-000106,2016-10-09,2016-10-16,Same Day,CUST-0608,Customer_CUST-0608,Consumer,United States,Chicago,Illinois,North America,USCA,PROD-0353,Office Supplies,Fasteners,481.87,3,0.0,63.59,26.61,Medium
ORD-000107,2017-12-22,2017-12-25,Standard,CUST-1880,Customer_CUST-1880,Corporate,Saudi Arabia,Jeddah,Jeddah,Middle East,Middle East,PROD-0001,Technology,Machines,8825.77,7,0.0,593.59,41.18,High
ORD-000108,2018-03-08,2018-03-14,Standard,CUST-0162,Customer_CUST-0162,Consumer,Spain,Barcelona,Barcelona,Europe,Europe,PROD-0009,Furniture,Tables,19644.19,13,0.0,4287.95,74.85,Medium
ORD-000109,2016-08-15,2016-08-22,Same Day,CUST-0601,Customer_CUST-0601,Home Office,Sweden,Stockholm,Stockholm,Europe,Europe,PROD-0417,Office Supplies,Storage,1211.94,9,0.1,334.39,51.84,Low
ORD-000110,2016-01-27,2016-01-30,Standard,CUST-1271,Customer_CUST-1271,Corporate,South Korea,Seoul,Seoul,Asia,Asia Pacific,PROD-0044,Technology,Machines,6377.9,6,0.0,2474.19,3.43,Medium
ORD-000111,2016-02-23,2016-02-29,Second Class,CUST-1560,Customer_CUST-1560,Consumer,Canada,Calgary,Quebec,North America,USCA,PROD-0053,Furniture,Furnishings,12060.93,8,0.2,780.24,78.7,Low
ORD-000112,2015-10-16,2015-10-20,Standard,CUST-0665,Customer_CUST-0665,Consumer,Chile,Santiago,Santiago,South America,Latin America,PROD-0229,Furniture,Chairs,1000.26,9,0.2,217.81,67.27,Low
ORD-000113,2016-01-14,2016-01-19,First Class,CUST-0844,Customer_CUST-0844,Home Office,Germany,Munich,Munich,Europe,Europe,PROD-0175,Office Supplies,Binders,459.7,13,0.1,54.02,24.72,Medium
ORD-000114,2015-08-19,2015-08-21,Standard,CUST-0862,Customer_CUST-0862,Home Office,Chile,Santiago,Santiago,South America,Latin America,PROD-0463,Office Supplies,Storage,210.45,4,0.0,41.41,54.91,Low
ORD-000115,2017-10-14,2017-10-19,First Class,CUST-0243,Customer_CUST-0243,Corporate,France,Paris,Paris,Europe,Europe,PROD-0207,Office Supplies,Storage,457.62,6,0.0,201.46,21.24,Medium
ORD-000116,2015-02-10,2015-02-11,Standard,CUST-1734,Customer_CUST-1734,Consumer,Colombia,Medellin,Medellin,South America,Latin America,PROD-0113,Office Supplies,Art,256.03,12,0.1,41.08,6.74,Medium
ORD-000117,2017-11-17,2017-11-24,Standard,CUST-0030,Customer_CUST-0030,Home Office,China,Guangzhou,Guangzhou,Asia,Asia Pacific,PROD-0221,Technology,Accessories,5010.41,5,0.0,254.77,45.96,Medium
ORD-000118,2015-05-15,2015-05-17,First Class,CUST-0481,Customer_CUST-0481,Consumer,Chile,Santiago,Santiago,South America,Latin America,PROD-0489,Technology,Storage,3944.34,5,0.2,1522.8,58.8,Medium
ORD-000119,2015-07-20,2015-07-23,Same Day,CUST-1743,Customer_CUST-1743,Consumer,South Africa,Johannesburg,Johannesburg,Africa,Africa,PROD-0085,Office Supplies,Binders,161.17,3,0.5,25.91,11.6,Low
ORD-000120,2017-02-18,2017-02-22,Standard,CUST-0221,Customer_CUST-0221,Consumer,Colombia,Medellin,Medellin,South America,Latin America,PROD-0046,Furniture,Furnishings,9540.05,8,0.2,2409.41,60.02,Critical
ORD-000121,2017-07-18,2017-07-22,First Class,CUST-1590,Customer_CUST-1590,Home Office,Thailand,Bangkok,Bangkok,Asia,Asia Pacific,PROD-0274,Furniture,Tables,7157.69,13,0.2,1076.39,40.64,Medium
ORD-000122,2017-11-22,2017-11-25,Standard,CUST-0371,Customer_CUST-0371,Corporate,United States,Chicago,Texas,North America,USCA,PROD-0251,Office Supplies,Binders,112.58,12,0.1,23.05,27.11,High
ORD-000123,2017-12-07,2017-12-08,Second Class,CUST-1102,Customer_CUST-1102,Consumer,United States,Los Angeles,New York,North America,USCA,PROD-0400,Technology,Copiers,12781.2,13,0.2,3751.01,35.79,Medium
